class,jo,prod
396,523800ATR,metformin hydrochloride
396,632000ATR,gemigliptin tartrate sesquihydrate (as gemigliptin
396,632000ATR,metformin hydrochloride
396,645000ATR,gemigliptin tartrate sesquihydrate (as gemigliptin
396,645000ATR,metformin hydrochloride
396,654100ATR,gemigliptin tartrate sesquihydrate (as gemigliptin
396,654100ATR,metformin hydrochloride
396,525500ATB,glimepiride
396,525500ATB,pioglitazone hydrochloride   (as pioglitazone
396,525600ATB,glimepiride
396,525600ATB,pioglitazone hydrochloride   (as pioglitazone
396,525901ATB,lobeglitazone sulfate (as lobeglitazone
396,527301ATB,dapagliflozin propanediol hydrate (as dapagliflozin
396,527302ATB,dapagliflozin propanediol hydrate (as dapagliflozin
396,613301ATB,saxagliptin hydrate (as saxagliptin
396,613302ATB,saxagliptin hydrate (as saxagliptin
396,616401ATB,linagliptin
396,619101ATB,gemigliptin tartrate sesquihydrate (as gemigliptin
396,624202ATB,alogliptin benzoate (as alogliptin
396,624203ATB,alogliptin benzoate (as alogliptin
396,627301ATB,teneligliptin hydrobromide hydrate (as teneligliptin
396,628201ATB,empagliflozin
396,628202ATB,empagliflozin
396,630500ATB,alogliptin benzoate (as alogliptin
396,630500ATB,pioglitazone hydrochloride
396,630600ATB,alogliptin benzoate (as alogliptin
396,630600ATB,pioglitazone hydrochloride
396,635600ATB,alogliptin benzoate (as alogliptin
396,635600ATB,metformin hydrochloride
396,635700ATB,alogliptin benzoate (as alogliptin
396,635700ATB,metformin hydrochloride
396,675500ATB,alogliptin benzoate (as alogliptin
396,675500ATB,metformin hydrochloride
396,636101ATB,ipragliflozin L-Proline (as ipragliflozin
396,639601ATB,anagliptin
396,639800ATR,dapagliflozin propanediol hydrate (as dapagliflozin
396,639800ATR,metformin hydrochloride
396,641400ATR,dapagliflozin propanediol hydrate (as dapagliflozin
396,641400ATR,metformin hydrochloride
396,641800ATR,metformin hydrochloride
396,641800ATR,teneligliptin hydrobromide hydrate (as teneligliptin
396,641900ATR,metformin hydrochloride
396,641900ATR,teneligliptin hydrobromide hydrate (as teneligliptin
396,642000ATR,metformin hydrochloride
396,642000ATR,teneligliptin hydrobromide hydrate (as teneligliptin
396,645301ATB,evogliptin tartrate (as evogliptin
396,648400ATB,anagliptin
396,648400ATB,metformin hydrochloride
396,648500ATB,anagliptin
396,648500ATB,metformin hydrochloride
396,648600ATB,anagliptin
396,648600ATB,metformin hydrochloride
396,649000ATB,empagliflozin
396,649000ATB,metformin hydrochloride
396,649100ATB,empagliflozin
396,649100ATB,metformin hydrochloride
396,649200ATB,empagliflozin
396,649200ATB,metformin hydrochloride
396,649300ATB,empagliflozin
396,649300ATB,metformin hydrochloride
396,649400ATB,empagliflozin
396,649400ATB,metformin hydrochloride
396,649500ATB,empagliflozin
396,649500ATB,metformin hydrochloride
396,649900ATR,evogliptin tartrate (as evogliptin
396,649900ATR,metformin hydrochloride
396,650000ATR,evogliptin tartrate (as evogliptin
396,650000ATR,metformin hydrochloride
396,650100ATR,evogliptin tartrate (as evogliptin
396,650100ATR,metformin hydrochloride
396,653800ATR,lobeglitazone sulfate (as lobeglitazone
396,653800ATR,metformin hydrochloride
396,653900ATR,lobeglitazone sulfate (as lobeglitazone
396,653900ATR,metformin hydrochloride
396,654000ATR,lobeglitazone sulfate (as lobeglitazone
396,654000ATR,metformin hydrochloride
396,655700ATR,lobeglitazone sulfate (as lobeglitazone
396,655700ATR,metformin hydrochloride
396,664600ATB,gemigliptin tartrate sesquihydrate  (as gemigliptin
396,664600ATB,rosuvastatin calcium  (as rosuvastatin
396,664700ATB,gemigliptin tartrate sesquihydrate  (as gemigliptin
396,664700ATB,rosuvastatin calcium  (as rosuvastatin
396,664800ATB,gemigliptin tartrate sesquihydrate  (as gemigliptin
396,664800ATB,rosuvastatin calcium  (as rosuvastatin
396,671800ATR,atorvastatin calcium (as atorvastatin
396,671800ATR,metformin hydrochloride
396,673800ATR,atorvastatin calcium (as atorvastatin
396,673800ATR,metformin hydrochloride
396,672000ATR,atorvastatin calcium (as atorvastatin
396,672000ATR,metformin hydrochloride
396,672500ATR,metformin hydrochloride
396,672500ATR,rosuvastatin calcium (as rosuvastatin
396,672600ATR,metformin hydrochloride
396,672600ATR,rosuvastatin calcium (as rosuvastatin
396,672700ATR,metformin hydrochloride
396,672700ATR,rosuvastatin calcium (as rosuvastatin
396,672800ATR,metformin hydrochloride
396,672800ATR,rosuvastatin calcium (as rosuvastatin
396,683300ATR,metformin hydrochloride
396,683300ATR,rosuvastatin calcium (as rosuvastatin
396,683400ATR,metformin hydrochloride
396,683400ATR,rosuvastatin calcium (as rosuvastatin
396,674301ATB,ertugliflozin L-pyroglutamic acid (as ertugliflozin
396,675100ATB,ertugliflozin L-pyroglutamic acid (as ertugliflozin
396,675100ATB,sitagliptin phosphate hydrate (as sitagliptin
396,685801ATB,vildagliptin hydrochloride (as vildagliptin
396,693201ATB,dapagliflozin
396,693202ATB,dapagliflozin
396,693301ATB,dapagliflozin Bis L-proline (as dapagliflozin
396,693302ATB,dapagliflozin Bis L-proline (as dapagliflozin
396,693402ATB,dapagliflozin Anhydrous Lactose Mixture (as dapagliflozin
396,693501ATB,dapagliflozin citric acid (as dapagliflozin
396,693502ATB,dapagliflozin citric acid (as dapagliflozin
396,694201ATB,sitagliptin hydrochloride hydrate (as sitagliptin
396,694202ATB,sitagliptin hydrochloride hydrate (as sitagliptin
396,694203ATB,sitagliptin hydrochloride hydrate (as sitagliptin
396,695301ATB,teneligliptin hydrochloride hydrate (as teneligliptin
396,695401ATB,teneligliptin ditosylate dihydrate (as teneligliptin
396,696900ATB,empagliflozin
396,696900ATB,linagliptin
396,697000ATB,empagliflozin
396,697000ATB,linagliptin
396,701201ATB,vildagliptin nitrate (as vildagliptin
396,702400ATB,dapagliflozin propanediol hydrate (as dapagliflozin
396,702400ATB,saxagliptin hydrate (as saxagliptin
396,702500ATB,metformin hydrochloride
396,702500ATB,vildagliptin hydrochloride (as vildagliptin
396,702600ATB,metformin hydrochloride
396,702600ATB,vildagliptin hydrochloride (as vildagliptin
396,702700ATB,metformin hydrochloride
396,702700ATB,vildagliptin hydrochloride (as vildagliptin
396,704100ATB,metformin hydrochloride
396,704100ATB,vildagliptin nitrate (as vildagliptin
396,704200ATB,metformin hydrochloride
396,704200ATB,vildagliptin nitrate (as vildagliptin
396,704300ATB,metformin hydrochloride
396,704300ATB,vildagliptin nitrate (as vildagliptin
396,705100ATB,metformin hydrochloride
396,705100ATB,sitagliptin hydrochloride hydrate (as sitagliptin
396,705200ATB,metformin hydrochloride
396,705200ATB,sitagliptin hydrochloride hydrate (as sitagliptin
396,705300ATB,metformin hydrochloride
396,705300ATB,sitagliptin hydrochloride hydrate (as sitagliptin
396,709300ATR,metformin hydrochloride
396,709300ATR,sitagliptin hydrochloride hydrate (as sitagliptin
396,709400ATR,metformin hydrochloride
396,709400ATR,sitagliptin hydrochloride hydrate (as sitagliptin
396,709500ATR,metformin hydrochloride
396,709500ATR,sitagliptin hydrochloride hydrate (as sitagliptin
396,718200ATR,metformin hydrochloride
396,718200ATR,sitagliptin hydrochloride hydrate (as sitagliptin
396,706900ATB,dapagliflozin propanediol hydrate (as dapagliflozin
396,706900ATB,sitagliptin phosphate hydrate (as sitagliptin
396,708200ATR,metformin hydrochloride
396,708200ATR,teneligliptin hydrochloride hydrate (as teneligliptin
396,708300ATR,metformin hydrochloride
396,708300ATR,teneligliptin hydrochloride hydrate (as teneligliptin
396,708400ATR,metformin hydrochloride
396,708400ATR,teneligliptin hydrochloride hydrate (as teneligliptin
396,710900ATR,metformin hydrochloride
396,710900ATR,teneligliptin ditosylate dihydrate (as teneligliptin
396,711000ATR,metformin hydrochloride
396,711000ATR,teneligliptin ditosylate dihydrate (as teneligliptin
396,711100ATR,metformin hydrochloride
396,711100ATR,teneligliptin ditosylate dihydrate (as teneligliptin
396,711300ATB,dapagliflozin
396,711300ATB,sitagliptin phosphate hydrate (as sitagliptin
396,711400ATB,dapagliflozin
396,711400ATB,gemigliptin tartrate sesquihydrate (as gemigliptin
396,712901ATB,dapagliflozin formate (as dapagliflozin
396,712902ATB,dapagliflozin formate (as dapagliflozin
396,715200ATR,metformin hydrochloride
396,715200ATR,dapagliflozin citric acid (as dapagliflozin
396,715300ATR,dapagliflozin citric acid (as dapagliflozin
396,715300ATR,metformin hydrochloride
396,715400ATR,dapagliflozin citric acid (as dapagliflozin
396,715400ATR,metformin hydrochloride
396,715500ATR,dapagliflozin citric acid (as dapagliflozin
396,715500ATR,metformin hydrochloride
396,715701ATB,enavogliflozin
396,718300ATR,dapagliflozin anhydrous lactose mixture (as dapagliflozin
396,718300ATR,metformin hydrochloride
396,726800ATR,dapagliflozin anhydrous lactose mixture (as dapagliflozin
396,726800ATR,metformin hydrochloride
396,718500ATR,dapagliflozin propanediol hydrate (as dapagliflozin
396,718500ATR,metformin hydrochloride
396,718600ATR,dapagliflozin propanediol hydrate (as dapagliflozin
396,718600ATR,metformin hydrochloride
396,718700ATR,metformin hydrochloride
396,718700ATR,dapagliflozin
396,718800ATR,dapagliflozin
396,718800ATR,metformin hydrochloride
396,718900ATR,dapagliflozin
396,718900ATR,metformin hydrochloride
396,719000ATR,dapagliflozin
396,719000ATR,metformin hydrochloride
396,719100ATR,dapagliflozin Bis L-proline (as dapagliflozin
396,719100ATR,metformin hydrochloride
396,719200ATR,dapagliflozin Bis L-proline (as dapagliflozin
396,719200ATR,metformin hydrochloride
396,719300ATR,dapagliflozin Bis L-proline (as dapagliflozin
396,719300ATR,metformin hydrochloride
396,719400ATR,dapagliflozin Bis L-proline (as dapagliflozin
396,719400ATR,metformin hydrochloride
396,719700ATB,dapagliflozin propanediol hydrate (as dapagliflozin
396,719700ATB,glimepiride
396,720300ATB,dapagliflozin propanediol hydrate (as dapagliflozin
396,720300ATB,evogliptin tartrate (as evogliptin
396,721700ATR,lobeglitazone sulfate (as lobeglitazone
396,721700ATR,metformin hydrochloride
396,721700ATR,sitagliptin phosphate hydrate (as sitagliptin
396,721900ATR,lobeglitazone sulfate (as lobeglitazone
396,721900ATR,metformin hydrochloride
396,721900ATR,sitagliptin phosphate hydrate (as sitagliptin
396,722200ATR,dapagliflozin propanediol hydrate (as dapagliflozin
396,722200ATR,metformin hydrochloride
396,722200ATR,sitagliptin phosphate hydrate (as sitagliptin
396,722300ATR,dapagliflozin propanediol hydrate (as dapagliflozin
396,722300ATR,metformin hydrochloride
396,722300ATR,sitagliptin phosphate hydrate (as sitagliptin
396,722400ATR,dapagliflozin propanediol hydrate (as dapagliflozin
396,722400ATR,metformin hydrochloride
396,722400ATR,sitagliptin phosphate hydrate (as sitagliptin
396,722500ATR,dapagliflozin propanediol hydrate (as dapagliflozin
396,722500ATR,metformin hydrochloride
396,722500ATR,sitagliptin phosphate hydrate (as sitagliptin
396,722900ATR,enavogliflozin
396,722900ATR,metformin hydrochloride
396,723000ATB,dapagliflozin Bis L-proline (as dapagliflozin
396,723000ATB,sitagliptin phosphate hydrate (as sitagliptin
396,723100ATB,lobeglitazone sulfate (as lobeglitazone
396,723100ATB,sitagliptin phosphate hydrate (as sitagliptin
396,723500ATB,dapagliflozin citric acid (as dapagliflozin
396,723500ATB,sitagliptin phosphate hydrate (as sitagliptin
396,723900ATB,dapagliflozin citric acid (as dapagliflozin
396,723900ATB,sitagliptin hydrochloride hydrate (as sitagliptin
396,724400ATB,pioglitazone hydrochloride (as pioglitazone
396,724400ATB,sitagliptin phosphate hydrate (as sitagliptin
396,724500ATB,pioglitazone hydrochloride (as pioglitazone
396,724500ATB,sitagliptin phosphate hydrate (as sitagliptin
396,724700ATB,dapagliflozin propanediol hydrate (as dapagliflozin
396,724700ATB,pioglitazone hydrochloride (as pioglitazone
396,724800ATB,dapagliflozin propanediol hydrate (as dapagliflozin
396,724800ATB,pioglitazone hydrochloride (as pioglitazone
396,726900ATR,dapagliflozin propanediol hydrate (as dapagliflozin
396,726900ATR,evogliptin tartrate (as evogliptin
396,726900ATR,metformin hydrochloride
399,112201ACH,avocado soya unsaponifiables
399,115601ATB,benzburomaron
399,118701ATB,bromocryptine mesylate (as bromocryptine
399,122501ATB,camostat mesilate
399,122502ATB,camostat mesilate
399,132502ACH,chondroitin sodium sulfate
399,142801ACH,diacerhein
399,142802ACH,diacerhein
399,147401ATB,disodium etidronate
399,180830ASY,lactulose concentrated solution (as lactulose
399,180833ASY,lactulose concentrated solution (as lactulose
399,228306ALQ,sodium alendronate (as alendronic acid
399,228307ALQ,sodium alendronate (as alendronic acid
399,228301ATB,sodium alendronate (as alendronic acid
399,228303ATB,sodium alendronate (as alendronic acid
399,228305ATB,sodium alendronate (as alendronic acid
399,250901ATB,thioctic acid(α-lipoic acid)
399,250901ATR,thioctic acid(α-lipoic acid)
399,250902ATR,thioctic acid(α-lipoic acid)
399,358001ATB,raloxifene hydrochloride (as raloxifene
399,358002ATB,raloxifene hydrochloride
399,367730ASS,diazoxide
399,379601ATE,S-adenosyl-L-methionine sulfate-p-toluene sulfonate (as S-adenosyl-L-methionine
399,442302ATB,risedronate sodium
399,442302ATE,risedronate sodium
399,442330ATB,risedronate sodium
399,468000ATE,calcitriol
399,468000ATE,sodium alendronate (as alendronic acid
399,480304ATB,ibandronate sodium monohydrate (as ibandronic acid
399,481100ATB,cholecalciferol concentrated powder (as vitamin D
399,481100ATB,sodium alendronate (as alendronic acid
399,500200ATB,cholecalciferol concentrated powder (as vitamin D
399,500200ATB,sodium alendronate (as alendronic acid
399,484001ACH,Nitisinone
399,505901ACH,miglustat
399,511200ATB,cholecalciferol concentrated powder (as cholecalciferol
399,511200ATB,risedronate sodium
399,518400ATB,cholecalciferol
399,518400ATB,risedronate sodium
399,512301ATB,cinacalcet hydrochloride (as cinacalcet
399,512302ATB,cinacalcet hydrochloride (as cinacalcet
399,515001ATB,sapropterin dihydrochloride
399,517401ATB,cabergoline
399,517402ATB,cabergoline
399,517403ATB,cabergoline
399,523900ATB,cholecalciferol concentrated granule (as cholecalciferol
399,523900ATB,ibandronate sodium monohydrate (as ibandronic acid
399,524901ATB,R-thioctic acid tromethamine
399,617101ATB,bazedoxifene acetate (as bazedoxifene
399,618401ATD,carglumic acid
399,646601ACH,eliglustat tartrate (as eliglustat
399,659200ACH,raloxifene hydrochloride (as raloxifene
399,659200ACH,cholecalciferol concentrated powder (as vitamin D
399,659200ATB,raloxifene hydrochloride (as raloxifene
399,659200ATB,cholecalciferol concentrated powder (as vitamin D
399,674500ATB,bazedoxifene acetate (as bazedoxifene
399,674500ATB,cholecalciferol concentrated powder (as vitamin D
399,698200ATB,cholecalciferol concentrated powder (as vitamin D
399,698200ATB,raloxifene hydrochloride (as raloxifene
421,100101APD,phellinus linteus mycelliun ext.
421,100102ACH,phellinus linteus mycelliun ext.
421,109001ATB,anastrozole
421,117201ATB,bicalutamide
421,117202ATB,bicalutamide
421,122701ATB,capecitabine
421,122702ATB,capecitabine
421,139001ATB,cyclophosphamide
421,149302ACH,doxifluridine
421,155101ACH,estramustine sodium phosphate
421,172001ACH,hydroxyurea
421,172002ACH,hydroxyurea
421,182201ATB,letrozole
421,188905ATB,medroxyprogesterone acetate
421,189303ASS,megestrol acetate
421,189304ASS,megestrol acetate
421,189330ASS,megestrol acetate
421,189331ASS,megestrol acetate
421,189335ASS,megestrol acetate
421,189301ATB,megestrol acetate
421,189302ATB,megestrol acetate
421,189901ATB,melphalan
421,190601ATB,mercaptopurine hydrate
421,192101ATB,methotrexate
421,234501ATB,tamoxifen citrate (as tamoxifen
421,234502ATB,tamoxifen citrate (as tamoxifen
421,309700ACH,tegafur
421,309700ACH,uracil
421,358202ACH,temozolomide
421,358203ACH,temozolomide
421,358204ACH,temozolomide
421,358401ATB,exemestane
421,412701ATB,imatinib mesylate (as imatinib
421,412702ATB,imatinib mesylate (as imatinib
421,412703ATB,imatinib mesylate (as imatinib
421,412704ATB,imatinib mesylate (as imatinib
421,452400ACH,gimeracil
421,452400ACH,oteracil potassium
421,452400ACH,tegafur
421,452500ACH,gimeracil
421,452500ACH,oteracil potassium
421,452500ACH,tegafur
421,453001ATB,gefitinib
421,477401ATB,erlotinib hydrochloride (as erlotinib
421,477402ATB,erlotinib hydrochloride (as erlotinib
421,477403ATB,erlotinib hydrochloride (as erlotinib
421,484303ATB,azacitidine
421,484304ATB,azacitidine
421,485605ATB,everolimus
421,485606ATB,everolimus
421,485607ATB,everolimus
421,485701ACH,thalidomide
421,485702ACH,thalidomide
421,487701ACH,sunitinib malate
421,487702ACH,sunitinib malate
421,487703ACH,sunitinib malate
421,488001ATB,sorafenib tosylate (as sorafenib
421,493301ATB,dasatinib
421,493302ATB,dasatinib
421,493304ATB,dasatinib
421,493305ATB,dasatinib
421,507501ATB,lapatinib ditosylate (as lapatinib
421,562601ACH,nilotinib hydrochloride monohydrate (as nilotinib
421,562602ACH,nilotinib hydrochloride monohydrate (as nilotinib
421,588201ACH,lenalidomide
421,588201ATB,lenalidomide
421,588202ACH,lenalidomide
421,588202ATB,lenalidomide
421,588203ACH,lenalidomide
421,588203ATB,lenalidomide
421,588204ACH,lenalidomide
421,588204ATB,lenalidomide
421,588205ACH,lenalidomide
421,588207ACH,lenalidomide
421,588207ATB,lenalidomide
421,611801ATB,pazopanib hydrochloride (as pazopanib
421,611802ATB,pazopanib hydrochloride (as pazopanib
421,617501ACH,crizotinib
421,617502ACH,crizotinib
421,617701ACH,radotinib hydrochloride (as radotinib
421,617702ACH,radotinib hydrochloride (as radotinib
421,620402ATB,abiraterone acetate
421,620501ATB,vemurafenib
421,621001ATB,axitinib
421,621002ATB,axitinib
421,623001ATB,ruxolitinib phosphate (as ruxolitinib
421,623002ATB,ruxolitinib phosphate (as ruxolitinib
421,623003ATB,ruxolitinib phosphate (as ruxolitinib
421,623004ATB,ruxolitinib phosphate (as ruxolitinib
421,624101ATB,vandetanib
421,624102ATB,vandetanib
421,624801ATB,regorafenib hydrate (as regorafenib
421,626101ATB,afatinib dimaleate (as afatinib
421,626102ATB,afatinib dimaleate (as afatinib
